Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
Minasmaquina;ON;MMAQ3;17161241000115;Minasmaquina;Ação;BRMMAQACNOR1;Bens industriais;Comércio;Material de transporte
Minasmaquina;PN;MMAQ4;17161241000115;Minasmaquina;Ação;BRMMAQACNPR8;Bens industriais;Comércio;Material de transporte
Minerva;ON;BEEF3;67620377000114;Minerva;Ação;BRBEEFACNOR6;Consumo não cíclico;Alimentos processados;Carnes e derivados
Minupar;ON;MNPR3;90076886000140;Minupar;Ação;BRMNPRACNOR5;Consumo não cíclico;Alimentos processados;Carnes e derivados
Minupar;PN;MNPR4;90076886000140;Minupar;Ação;-;Consumo não cíclico;Alimentos processados;Carnes e derivados
Mississipi Securitizadora S/A;ON;25151 ON;37592100000164;Mississipi Securitizadora S/A;Ação;-;-;-;-
Mitre Realty;ON;MTRE3;7882930000165;Mitre Realty;Ação;BRMTREACNOR6;Consumo cíclico;Construção civil;Incorporações
Mlog S/A;ON;22586 ON;13444994000187;Mlog S/A;Ação;-;-;-;-
Mlog S/A;PNA;22586 PNA;13444994000187;Mlog S/A;Ação;-;-;-;-
Mlog S/A;PNB;22586 PNB;13444994000187;Mlog S/A;Ação;-;-;-;-
Mlog S/A;PNC;22586 PNC;13444994000187;Mlog S/A;Ação;-;-;-;-
MMX Miner;ON;MMXM3;2762115000149;MMX Miner;Ação;BRMMXMACNOR2;Materiais básicos;Mineração;Minerais metálicos
Mnlt S/A;ON;26611 ON;12592831000189;Mnlt S/A;Ação;-;-;-;-
Mnlt S/A;PN;26611 PN;12592831000189;Mnlt S/A;Ação;-;-;-;-
Mobly;ON;MBLY3;31553627000101;Mobly;Ação;BRMBLYACNOR5;Tecnologia da informação;Programas e serviços;Programas e serviços
Modalmais;ON;MODL3;30723886000162;Modalmais;Ação;BRMODLACNOR2;Financeiro;Intermediários financeiros;Bancos
Modalmais;PN;MODL4;30723886000162;Modalmais;Ação;BRMODLACNPR9;Financeiro;Intermediários financeiros;Bancos
Modalmais;UNT N2;MODL11;30723886000162;Modalmais;Ação;BRMODLA01OR3;Financeiro;Intermediários financeiros;Bancos
Mont Aranha;ON;MOAR3;33102476000192;Mont Aranha;Ação;BRMOARACNOR5;Financeiro;Holdings diversificadas;Holdings diversificadas
Monte Rodovias S/A;ON;26328 ON;37702340000174;Monte Rodovias S/A;Ação;-;-;-;-
Montreal;PN;VEMG4;60501780000185;Montreal;Ação;-;-;-;-
Mosaico;ON;MOSI3;9083175000184;Mosaico;Ação;BRMOSIACNOR6;Tecnologia da informação;Programas e serviços;Programas e serviços
Mottu I S/A;ON;26344 ON;41335131000107;Mottu I S/A;Ação;-;-;-;-
Moura Dubeux;ON;MDNE3;12049631000184;Moura Dubeux;Ação;BRMDNEACNOR9;Consumo cíclico;Construção civil;Incorporações
Movida;ON;MOVI3;21314559000166;Movida;Ação;BRMOVIACNOR0;Consumo cíclico;Diversos;Aluguel de carros
Movida Locação de Veículos S/A;ON;25828 ON;7976147000160;Movida Locação de Veículos S/A;Ação;-;-;-;-
Mrs Logist;ON;MRSA3B;1417222000177;Mrs Logist;Ação;BRMRSAACNOR6;Bens industriais;Transporte;Transporte ferroviário
Mrs Logist;PNA;MRSA5B;1417222000177;Mrs Logist;Ação;BRMRSAACNPA9;Bens industriais;Transporte;Transporte ferroviário
Mrs Logist;PNB;MRSA6B;1417222000177;Mrs Logist;Ação;BRMRSAACNPB7;Bens industriais;Transporte;Transporte ferroviário
MRV;ON;MRVE3;8343492000120;MRV;Ação;BRMRVEACNOR2;Consumo cíclico;Construção civil;Incorporações
MRV;UNT;MRVE99;8343492000120;MRV;Ação;BRMRVEUNT001;Consumo cíclico;Construção civil;Incorporações
Muller;PN;MULL4;33010760000139;Muller;Ação;-;-;-;-
Multilaser;ON;MLAS3;59717553000102;Multilaser;Ação;BRMLASACNOR9;Tecnologia da informação;Computadores e equipamentos;Computadores e equipamentos
Multiner S/A;ON;21520 ON;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiner S/A;PN Resg;21520 PNR;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiner S/A;PNA;21520 PNA;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiner S/A;PNB;21520 PNB;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiner S/A;PNC;21520 PNC;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiner S/A;PND;21520 PND;8935054000150;Multiner S/A;Ação;-;-;-;-
Multiplan;ON;MULT3;7816890000153;Multiplan;Ação;BRMULTACNOR5;Financeiro;Exploração de imóveis;Exploração de imóveis
Multiplus;ON;MPLU3;11094546000175;Multiplus;Ação;BRMPLUACNOR3;Consumo cíclico;Diversos;Programas de fidelização
Mundial;ON;MNDL3;88610191000154;Mundial;Ação;BRMNDLACNOR4;Consumo cíclico;Tecidos vestuário e calçados;Acessórios
Mundial;PN;MNDL4;88610191000154;Mundial;Ação;BRMNDLACNPR1;Consumo cíclico;Tecidos vestuário e calçados;Acessórios
Nacional;ON;BNAC3;17157777000167;Nacional;Ação;-;-;-;-
Nacional;PN;BNAC4;17157777000167;Nacional;Ação;-;-;-;-
Nadir Figuei;ON;NAFG3;61067161000197;Nadir Figuei;Ação;BRNAFGACNOR4;Consumo cíclico;Utilidades domésticas;Utensílios domésticos
Nadir Figuei;PN;NAFG4;61067161000197;Nadir Figuei;Ação;BRNAFGACNPR1;Consumo cíclico;Utilidades domésticas;Utensílios domésticos
Nakata;PN;NAKT4;60875259000108;Nakata;Ação;-;-;-;-
Naomi Participacoes S/A;ON;22667 ON;14200586000142;Naomi Participacoes S/A;Ação;-;-;-;-
Natura Cosmeticos S/A;ON;19550 ON;71673990000177;Natura Cosmeticos S/A;Ação;-;-;-;-
Ncf Participações S/A;ON;24015 ON;4233319000118;Ncf Participações S/A;Ação;-;-;-;-
Ncf Participações S/A;PN;24015 PN;4233319000118;Ncf Participações S/A;Ação;-;-;-;-
Neoenergia;ON;NEOE3;1083200000118;Neoenergia;Ação;BRNEOEACNOR3;Utilidade pública;Energia elétrica;Energia elétrica
Neogrid;ON;NGRD3;10139870000108;Neogrid;Ação;BRNGRDACNOR3;Tecnologia da informação;Programas e serviços;Programas e serviços
Net;ON;NETC3;108786000165;Net;Ação;BRNETCACNOR6;-;-;-
Net;PN;NETC4;108786000165;Net;Ação;BRNETCACNPR3;-;-;-
Neumarkt Trade And Fin S/A;ON;14613 ON;192769000159;Neumarkt Trade And Fin S/A;Ação;-;-;-;-
Newtel Part;ON;NEWT3B;2604997000114;Newtel Part;Ação;BRNEWTACNOR4;Financeiro;Outros;Outros
Nexpe;ON;NEXP3;8613550000198;Nexpe;Ação;BRNEXPACNOR0;Financeiro;Exploração de imóveis;Intermediação imobiliária
Nitrocarbono;PNA;CARB5;-;Nitrocarbono;Ação;-;-;-;-
Noah Part S/A;ON;22659 ON;14200699000148;Noah Part S/A;Ação;-;-;-;-
Nord Brasil;ON;BNBR3;7237373000120;Nord Brasil;Ação;BRBNBRACNOR8;Financeiro;Intermediários financeiros;Bancos
Nord Brasil;PN;BNBR4;7237373000120;Nord Brasil;Ação;BRBNBRACNPR5;Financeiro;Intermediários financeiros;Bancos
Nordon Met;ON;NORD3;60884319000159;Nordon Met;Ação;BRNORDACNOR7;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Nortcquimica;ON;NRTQ3;29950060000157;Nortcquimica;Ação;BRNRTQACNOR8;Saúde;Medicamentos e outros produtos;Medicamentos e outros produtos
Norte Brasil Transm de Energia S/A;ON;24988 ON;9625321000156;Norte Brasil Transm de Energia S/A;Ação;-;-;-;-
Norte Energia SA;ON;25097 ON;12300288000107;Norte Energia SA;Ação;-;-;-;-
Nossa Caixa;ON;BNCA3;-;Nossa Caixa;Ação;-;-;-;-
Nova Acao Participacoes S/A;ON;19224 ON;4634250000134;Nova Acao Participacoes S/A;Ação;-;-;-;-
Nova Acao Participacoes S/A;PN;19224 PN;4634250000134;Nova Acao Participacoes S/A;Ação;-;-;-;-
Nova Securitizacao S/A;ON;21105 ON;8903116000142;Nova Securitizacao S/A;Ação;-;-;-;-
Nova Securitizadora S/A;ON;23906 ON;15377572000161;Nova Securitizadora S/A;Ação;-;-;-;-
Nova Sociedade de Navegação S/A;ON;27081 ON;47586663000101;Nova Sociedade de Navegação S/A;Ação;-;-;-;-
Nova Transportadora do Sudeste S/A - Nts;ON;24708 ON;4992714000184;Nova Transportadora do Sudeste S/A - Nts;Ação;-;-;-;-
Npf Securitizadora S/A;ON;21695 ON;10337440000192;Npf Securitizadora S/A;Ação;-;-;-;-
Nu Holdings Ltd;ON;ROXO34;24410913000144;Nu Holdings Ltd;Ação;BRROXOBDR007;Financeiro;Intermediários financeiros;Bancos
Nutriplant;ON;NUTR3;51128999000190;Nutriplant;Ação;BRNUTRACNOR0;Materiais básicos;Químicos;Fertilizantes e defensivos
Oceana Offshore S/A;ON;23620 ON;14882295000181;Oceana Offshore S/A;Ação;-;-;-;-
Oceana Offshore S/A;PN;23620 PN;14882295000181;Oceana Offshore S/A;Ação;-;-;-;-
Oceânia Engenharia e Consultoria S/A;ON;26956 ON;29980141000108;Oceânia Engenharia e Consultoria S/A;Ação;-;-;-;-
Oceanpact;ON;OPCT3;9114805000130;Oceanpact;Ação;BROPCTACNOR0;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Equipamentos e serviços
Octante Securitizadora S/A;ON;22390 ON;12139922000163;Octante Securitizadora S/A;Ação;-;-;-;-
Odebrecht;PN;ODBE4;15105588000115;Odebrecht;Ação;-;-;-;-
Oderich;ON;ODER3;97191902000194;Oderich;Ação;BRODERACNOR6;Consumo não cíclico;Alimentos processados;Alimentos diversos
Oderich;PN;ODER4;97191902000194;Oderich;Ação;BRODERACNPR3;Consumo não cíclico;Alimentos processados;Alimentos diversos
Odontoprev;ON;ODPV3;58119199000151;Odontoprev;Ação;BRODPVACNOR4;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Odoyá Transmissora de Energia S/A;ON;26662 ON;20514590000188;Odoyá Transmissora de Energia S/A;Ação;-;-;-;-
OGX Petroleo;ON;OGXP3;7957093000196;OGX Petroleo;Ação;BROGXPACNOR3;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Oi;ON;OIBR3;76535764000143;Oi;Ação;BROIBRACNOR1;Comunicações;Telecomunicações;Telecomunicações
Oi;PN;OIBR4;76535764000143;Oi;Ação;BROIBRACNPR8;Comunicações;Telecomunicações;Telecomunicações
Oliveira Trust S/A;ON;26417 ON;21110778000123;Oliveira Trust S/A;Ação;-;-;-;-
Oliveira Trust S/A;PN;26417 PN;21110778000123;Oliveira Trust S/A;Ação;-;-;-;-
Olma;PN;OLMA4;45240538000101;Olma;Ação;-;-;-;-
Olvebra;PN;OLVB4;91156901000122;Olvebra;Ação;-;-;-;-
Omega Geração S/A;ON;23426 ON;9149503000106;Omega Geração S/A;Ação;-;-;-;-
Omegaenergia;ON;MEGA3;42500384000151;Omegaenergia;Ação;BRMEGAACNOR9;Utilidade pública;Energia elétrica;Energia elétrica
Oncoclinicas;ON;ONCO3;12104241000402;Oncoclinicas;Ação;BRONCOACNOR6;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Opea Securitizadora S/A;ON;18406 ON;2773542000122;Opea Securitizadora S/A;Ação;-;-;-;-
Opport Energ;ON;OPHE3B;2318346000168;Opport Energ;Ação;BROPHEACNOR1;Outros;Outros;Outros
Origem Energia SA;ON;27227 ON;32021201000161;Origem Energia SA;Ação;-;-;-;-
Orion;PN;ORIO4;61082863000140;Orion;Ação;-;-;-;-
Orizon;ON;ORVR3;11421994000136;Orizon;Ação;BRORVRACNOR0;Utilidade pública;Água e saneamento;Água e saneamento
Orizon Meio Ambiente SA;ON;27049 ON;3279285000130;Orizon Meio Ambiente SA;Ação;-;-;-;-
OSX Brasil;ON;OSXB3;9112685000132;OSX Brasil;Ação;BROSXBACNOR8;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Equipamentos e serviços
Ourinvest Securitizadora S/A;ON;22250 ON;12320349000190;Ourinvest Securitizadora S/A;Ação;-;-;-;-
Ouro Verde Loc e Serv SA;ON;23280 ON;75609123000123;Ouro Verde Loc e Serv SA;Ação;-;-;-;-
Ourofino S/A;ON;OFSA3;20258278000170;Ourofino S/A;Ação;BROFSAACNOR7;Saúde;Medicamentos e outros produtos;Medicamentos e outros produtos
Oxiteno;PN;OXIT4;62545686000153;Oxiteno;Ação;-;-;-;-
P.Acucar-Cbd;ON;PCAR3;47508411000156;P.Acucar-Cbd;Ação;BRPCARACNOR3;Consumo não cíclico;Comércio e distribuição;Alimentos
P.Acucar-Cbd;PN;PCAR4;47508411000156;P.Acucar-Cbd;Ação;BRPCARACNPR0;Consumo não cíclico;Comércio e distribuição;Alimentos
P.Acucar-Cbd;UNT;PCAR99;47508411000156;P.Acucar-Cbd;Ação;BRPCARCDAXX3;Consumo não cíclico;Comércio e distribuição;Alimentos
Pacaembu Construtora S/A;ON;25143 ON;96298013000168;Pacaembu Construtora S/A;Ação;-;-;-;-
Pacific Rdsl;ON;PACF3;21728500000114;Pacific Rdsl;Ação;BRPACFACNOR8;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Padtec;ON;PDTC3;2365069000144;Padtec;Ação;BRPDTCACNOR3;Tecnologia da informação;Programas e serviços;Programas e serviços
Pague Menos;ON;PGMN3;6626253000151;Pague Menos;Ação;BRPGMNACNOR8;Saúde;Comércio e distribuição;Medicamentos e outros produtos
Panamericano Arrend Merc S/A;ON;18554 ON;2682287000102;Panamericano Arrend Merc S/A;Ação;-;-;-;-
Panatlantica;ON;PATI3;92693019000189;Panatlantica;Ação;BRPATIACNOR6;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Panatlantica;PN;PATI4;92693019000189;Panatlantica;Ação;BRPATIACNPR3;Materiais básicos;Siderurgia e metalurgia;Artefatos de ferro e aço
Panex;PN;PNXS4;61077830000101;Panex;Ação;-;-;-;-
Par Al Bahia;ON;PEAB3;1938783000111;Par Al Bahia;Ação;BRPEABACNOR3;Financeiro;Holdings diversificadas;Holdings diversificadas
Par Al Bahia;PN;PEAB4;1938783000111;Par Al Bahia;Ação;BRPEABACNPR0;Financeiro;Holdings diversificadas;Holdings diversificadas
Paraibuna;PN;PRBN4;42416651000107;Paraibuna;Ação;-;-;-;-
Parana;ON;PRBC3;14388334000199;Parana;Ação;BRPRBCACNOR1;Financeiro;Intermediários financeiros;Bancos
Parana;PN;PRBC4;14388334000199;Parana;Ação;BRPRBCACNPR8;Financeiro;Intermediários financeiros;Bancos
Parana;UnN1;PRBC11;14388334000199;Parana;Ação;-;Financeiro;Intermediários financeiros;Bancos
Paranapanema;ON;PMAM3;60398369000126;Paranapanema;Ação;BRPMAMACNOR3;Materiais básicos;Siderurgia e metalurgia;Artefatos de cobre
Paranapanema;PN;PMAM4;60398369000126;Paranapanema;Ação;-;Materiais básicos;Siderurgia e metalurgia;Artefatos de cobre
Participacoes Ind do Nordeste S/A;ON;01597 ON;14308514000113;Participacoes Ind do Nordeste S/A;Ação;-;-;-;-
Participacoes Ind do Nordeste S/A;PN;01597 PN;14308514000113;Participacoes Ind do Nordeste S/A;Ação;-;-;-;-
Patrimar Engenharia S/A;ON;25305 ON;23236821000127;Patrimar Engenharia S/A;Ação;-;-;-;-
Paul F Luz;ON;PALF3;33050196000188;Paul F Luz;Ação;-;-;-;-
Paul F Luz;PNA;PALF5;33050196000188;Paul F Luz;Ação;-;-;-;-
Paul F Luz;PNB;PALF6;33050196000188;Paul F Luz;Ação;-;-;-;-
Paul F Luz;PNC;PALF7;33050196000188;Paul F Luz;Ação;-;-;-;-
PDG Cia Securitizadora;ON;21644 ON;9538973000153;PDG Cia Securitizadora;Ação;-;-;-;-
PDG Realt;ON;PDGR3;2950811000189;PDG Realt;Ação;BRPDGRACNOR8;Consumo cíclico;Construção civil;Incorporações
Peixe;PN;PXEC4;10782175000151;Peixe;Ação;-;-;-;-
Perdizes Sec de Rec Comerciais S/A;ON;24074 ON;13878847000115;Perdizes Sec de Rec Comerciais S/A;Ação;-;-;-;-
Persico;PN;PRSC4;61091013000108;Persico;Ação;-;-;-;-
Pet Manguinh;ON;RPMG3;33412081000196;Pet Manguinh;Ação;BRRPMGACNOR9;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Pet Manguinh;PN;RPMG4;33412081000196;Pet Manguinh;Ação;BRRPMGACNPR6;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Petro Rio Jaguar Petroleo SA;ON;27200 ON;2031413000169;Petro Rio Jaguar Petroleo SA;Ação;-;-;-;-
Petrobras;ON;PETR3;33000167000101;Petrobras;Ação;BRPETRACNOR9;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Petrobras;PN;PETR4;33000167000101;Petrobras;Ação;BRPETRACNPR6;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Petrobras Distrib;PN;BRDT4-old;34274233000102;Petrobras Distrib;Ação;-;-;-;-
Petroflex;ON;PEFX3;29667227000177;Petroflex;Ação;-;-;-;-
Petroflex;PNA;PEFX5;29667227000177;Petroflex;Ação;-;-;-;-
Petroleo Lub do Nordeste S/A;ON;09520 ON;7275159000168;Petroleo Lub do Nordeste S/A;Ação;-;-;-;-
Petroleo Lub do Nordeste S/A;PN;09520 PN;7275159000168;Petroleo Lub do Nordeste S/A;Ação;-;-;-;-
Petroq Uniao;ON;PQUN3;61632964000147;Petroq Uniao;Ação;-;-;-;-
Petroq Uniao;PN;PQUN4;61632964000147;Petroq Uniao;Ação;-;-;-;-
Petroquisa;ON;PTQS3;33795055000194;Petroquisa;Ação;-;-;-;-
Petroquisa;PN;PTQS4;33795055000194;Petroquisa;Ação;-;-;-;-
Petrorecsa;ON;RECV3;3342704000130;Petrorecsa;Ação;BRRECVACNOR3;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Petrorio;ON;PRIO3;10629105000168;Petrorio;Ação;BRPRIOACNOR1;Petróleo gás e biocombustíveis;Petróleo gás e biocombustíveis;Exploração refino e distribuição
Pettenati;ON;PTNT3;88613658000110;Pettenati;Ação;BRPTNTACNOR6;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Pettenati;PN;PTNT4;88613658000110;Pettenati;Ação;BRPTNTACNPR3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Petz;ON;PETZ3;18328118000109;Petz;Ação;BRPETZACNOR2;Consumo cíclico;Comércio;Produtos diversos
Peve Predios;PN;PVPR4;-;Peve Predios;Ação;-;-;-;-
Peve-Finasa;PN;PVFS4;-;Peve-Finasa;Ação;-;-;-;-
Pine;ON;PINE3;62144175000120;Pine;Ação;BRPINEACNOR1;Financeiro;Intermediários financeiros;Bancos
Pine;PN;PINE4;62144175000120;Pine;Ação;BRPINEACNPR8;Financeiro;Intermediários financeiros;Bancos
Pirelli;ON;PIRE3;61150751000189;Pirelli;Ação;-;-;-;-
Pirelli;PN;PIRE4;61150751000189;Pirelli;Ação;-;-;-;-
Pirelli Pneus;ON;PIPN3;59179838000137;Pirelli Pneus;Ação;-;-;-;-
Pirelli Pneus;PN;PIPN4;59179838000137;Pirelli Pneus;Ação;-;-;-;-
Pjbank Securitizadora S/A;ON;24791 ON;33679797000154;Pjbank Securitizadora S/A;Ação;-;-;-;-
Planoeplano;ON;PLPL3;24230275000180;Planoeplano;Ação;BRPLPLACNOR5;Consumo cíclico;Construção civil;Incorporações
Plascar Part;ON;PLAS3;51928174000150;Plascar Part;Ação;BRPLASACNOR2;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Plascar Part;PN;PLAS4;51928174000150;Plascar Part;Ação;-;Consumo cíclico;Automóveis e motocicletas;Automóveis e motocicletas
Playbanco Securitizadora S/A;ON;26042 ON;40446476000175;Playbanco Securitizadora S/A;Ação;-;-;-;-
Polar;ON;POLA3;95424479000108;Polar;Ação;-;-;-;-
Polar;PN;POLA4;95424479000108;Polar;Ação;-;-;-;-
Polialden;ON;PLDN3;-;Polialden;Ação;-;-;-;-
Polialden;PN;PLDN4;-;Polialden;Ação;-;-;-;-
Polipropileno;ON;POPR3;-;Polipropileno;Ação;-;-;-;-
Polipropileno;PN;POPR4;-;Polipropileno;Ação;-;-;-;-
Polipropileno Parti;ON;PORP3;1391425000131;Polipropileno Parti;Ação;-;-;-;-
Polipropileno Parti;PN;PORP4;1391425000131;Polipropileno Parti;Ação;-;-;-;-
Politeno;ON;PLTO3;-;Politeno;Ação;-;-;-;-
Politeno;PNA;PLTO5;-;Politeno;Ação;-;-;-;-
Politeno;PNB;PLTO6;-;Politeno;Ação;-;-;-;-
Polo Capital Securitizadora S/A;ON;22160 ON;12261588000116;Polo Capital Securitizadora S/A;Ação;-;-;-;-
Polpar;ON;PPAR3;59789545000171;Polpar;Ação;BRPPARACNOR5;Outros;Outros;Outros
Pomifrutas;ON;FRTA3;86550951000150;Pomifrutas;Ação;BRFRTAACNOR8;Consumo não cíclico;Agropecuária;Agricultura
Porto Seguro;ON;PSSA3;2149205000169;Porto Seguro;Ação;BRPSSAACNOR7;Financeiro;Previdência e seguros;Seguradoras
Porto Sudeste V. M. S/A;ON;23523 ON;18494485000182;Porto Sudeste V. M. S/A;Ação;-;-;-;-
Portobello;ON;PTBL3;83475913000191;Portobello;Ação;BRPTBLACNOR8;Bens industriais;Construção e engenharia;Produtos para construção
Portobello;PN;PTBL4;83475913000191;Portobello;Ação;-;Bens industriais;Construção e engenharia;Produtos para construção
Portuense Ferragens S/A;ON;09717 ON;4912242000102;Portuense Ferragens S/A;Ação;-;-;-;-
Portuense Ferragens S/A;PN;09717 PN;4912242000102;Portuense Ferragens S/A;Ação;-;-;-;-
Portx;ON;PRTX3;10846981000146;Portx;Ação;BRPRTXACNOR9;-;-;-
Positivo Tec;ON;POSI3;81243735000148;Positivo Tec;Ação;BRPOSIACNOR9;Tecnologia da informação;Computadores e equipamentos;Computadores e equipamentos
Ppla;A.;PPLA36;15073274000188;Ppla;Ação;BRPPLABDR002;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Ppla;B.;PPLA35;15073274000188;Ppla;Ação;BRPPLABDR010;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Ppla;UNT;PPLA11;15073274000188;Ppla;Ação;BRPPLAUNT007;Financeiro;Serviços financeiros diversos;Gestão de recursos e investimentos
Pq Hopi Hari;ON;PQTM3;924432000199;Pq Hopi Hari;Ação;BRPQTMACNOR4;Consumo cíclico;Viagens e lazer;Parques de diversão
Pq Hopi Hari;PN;PQTM4;924432000199;Pq Hopi Hari;Ação;BRPQTMACNPR1;Consumo cíclico;Viagens e lazer;Parques de diversão
Pratica;ON;PRCA3;10747021000129;Pratica;Ação;BRPRCAACNOR3;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Pratica;ON;PTCA3;8574411000100;Pratica;Ação;BRPTCAACNOR9;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Pratica;PN Resg;PTCA11;8574411000100;Pratica;Ação;BRPTCAARNPR4;Bens industriais;Máquinas e equipamentos;Máq. e equip. industriais
Priner;ON;PRNR3;18593815000197;Priner;Ação;BRPRNRACNOR4;Bens industriais;Serviços diversos;Serviços diversos
Privalia Brasil S/A;ON;25941 ON;10464223000163;Privalia Brasil S/A;Ação;-;-;-;-
Pro Metalurg;ON;PMET3;56994924000105;Pro Metalurg;Ação;BRPMETACNOR0;-;-;-
Pro Metalurg;PNA;PMET5;56994924000105;Pro Metalurg;Ação;BRPMETACNPA3;-;-;-
Pro Metalurg;PNB;PMET6;56994924000105;Pro Metalurg;Ação;BRPMETACNPB1;-;-;-
Profarma;ON;PFRM3;45453214000151;Profarma;Ação;BRPFRMACNOR1;Saúde;Comércio e distribuição;Medicamentos e outros produtos
Progresso;PN;BPRG4;22531842000102;Progresso;Ação;-;-;-;-
Prolagos S/A;ON;23469 ON;2382073000110;Prolagos S/A;Ação;-;-;-;-
Proman;ON;PRMN3B;2291077000193;Proman;Ação;BRPRMNACNOR5;-;-;-
Prometal;PN;PMT4;-;Prometal;Ação;-;-;-;-
Prompt Part;ON;PRPT3;2992449000109;Prompt Part;Ação;BRPRPTACNOR5;Outros;Outros;Outros
Pronor;ON;PNOR3;13552070000102;Pronor;Ação;-;-;-;-
Pronor;PNA;PNOR5;13552070000102;Pronor;Ação;-;-;-;-
Pronor;PNB;PNOR6;13552070000102;Pronor;Ação;-;-;-;-
Providencia;ON;PRVI3;76500180000132;Providencia;Ação;BRPRVIACNOR6;-;-;-
Prumo;ON;PRML3;8741499000108;Prumo;Ação;BRPRMLACNOR9;Bens industriais;Transporte;Serviços de apoio e armazenagem
Qestra Tecnologia Adm e Participações;ON;26816 ON;26072786000146;Qestra Tecnologia Adm e Participações;Ação;-;-;-;-
Qestra Tecnologia Adm e Participações;PN;26816 PN;26072786000146;Qestra Tecnologia Adm e Participações;Ação;-;-;-;-
Qualicorp;ON;QUAL3;11992680000193;Qualicorp;Ação;BRQUALACNOR6;Saúde;Serviços médico-hospitalares análises e diagnósticos;Serviços médico-hospitalares análises e diagnósticos
Quality Soft;ON;QUSW3;35791391000194;Quality Soft;Ação;BRQUSWACNOR5;Tecnologia da informação;Programas e serviços;Programas e serviços
Quattor Petr;ON;SZPQ3;4705090000177;Quattor Petr;Ação;-;-;-;-
Quattor Petr;PN;SZPQ4;4705090000177;Quattor Petr;Ação;-;-;-;-
Quero-Quero;ON;LJQQ3;96418264021802;Quero-Quero;Ação;BRLJQQACNOR5;Consumo cíclico;Comércio;Produtos diversos
