NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
HERCULES,ON;PN,HETA3;HETA4,92.749.225/0001-63,AÇÃO,BRHETAACNOR2;BRHETAACNPR9,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,UTENSÍLIOS DOMÉSTICOS,006629,Concedido em 01/11/1968,CIAS ABERTAS,HERCULES S/A - FABRICA DE TALHERES,True,True,False
HERING TEXT,PN,HGTX4-OLD,HGTX4-OLD,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
HIDROVIAS,ON,HBSA3,12.648.327/0001-53,AÇÃO,BRHBSAACNOR0,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE HIDROVIÁRIO,022675,Concedido em 14/12/2011,CIAS ABERTAS,HIDROVIAS DO BRASIL S.A.,True,True,False
HMOBI S/A,ON,HMOB3,40.159.947/0001-64,AÇÃO,BRHMOBACNOR4,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,025674,Concedido em 07/04/2021,CIAS ABERTAS,HMOBI PARTICIPAÇÕES S.A,True,True,False
HOTEIS OTHON,ON;PN,HOOT3;HOOT4,33.200.049/0001-47,AÇÃO,BRHOOTACNOR2;BRHOOTACNPR9,CONSUMO CÍCLICO,HOTÉIS E RESTAURANTES,HOTELARIA,006700,Concedido em 08/08/1980,CIAS ABERTAS,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
HSBC SEGUROS,PN,BSEG4,76.538.446/0001-36,AÇÃO,-,-,-,-,000728,Cancelado em 26/12/2000,CIAS ABERTAS,HSBC SEGUROS BRASIL SA,True,True,False
HYPERA,ON,HYPE3,02.932.074/0001-91,AÇÃO,BRHYPEACNOR0,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,021431,Concedido em 16/04/2008,CIAS ABERTAS,HYPERA S/A,True,True,False
IENERGIA,ON;PNA;PNB,IENG3;IENG5;IENG6,02.225.714/0001-23,AÇÃO,BRIENGACNOR0;BRIENGACNPA3;BRIENGTNB009,-,-,-,016730,Cancelado em 21/11/2011,CIAS ABERTAS,INEPAR ENERGIA SA,True,True,False
IGB S/A,ON;PNA;PNB;PNC,IGBR3;IGBR5;IGBR6;IGBR7,43.185.362/0001-07,AÇÃO,BRIGBRACNOR7;-,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,006815,Cancelado em 07/06/2023,CIAS ABERTAS,IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
IGUA SA,ON,IGSN3,08.159.965/0001-33,AÇÃO,BRIGSNACNOR0,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,023175,Concedido em 13/05/2013,CIAS ABERTAS,IGUA SANEAMENTO S.A.,True,True,False
IGUACU CAFE,ON;PNA;PNB,IGUA3;IGUA5;IGUA6,76.255.926/0001-90,AÇÃO,BRIGUAACNOR3;BRIGUAACNPA6;BRIGUAACNPB4,-,-,-,003336,Cancelado em 09/10/2014,CIAS ABERTAS,CIA. IGUAÇU DE CAFÉ SOLÚVEL,True,True,False
IGUATEMI,ON,IGTA3,51.218.147/0001-93,AÇÃO,BRIGTAACNOR5,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,020494,Concedido em 02/02/2007,CIAS ABERTAS,IGUATEMI EMPRESA DE SHOPPING CENTERS S/A,True,True,False
IGUATEMI SA,ON;PN;PN-OLD;UNT,IGTI3;IGTI4;JPSA4;IGTI11,60.543.816/0001-93,AÇÃO,BRIGTIACNOR8;BRIGTIACNPR5;BRJPSAACNPR3;BRIGTICDAM16,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,008672,Concedido em 12/03/1946,CIAS ABERTAS,IGUATEMI S.A.,True,True,False
IHPARDINI,ON,PARD3,19.378.769/0001-76,AÇÃO,BRPARDACNOR1,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,024090,Cancelado em 19/07/2023,CIAS ABERTAS,INSTITUTO HERMES PARDINI S/A,True,True,False
IMC HOLDINGS,ON,IMCH3,08.936.792/0001-12,AÇÃO,BRIMCHACNOR4,-,-,-,022438,Cancelado em 01/12/2014,CIAS ABERTAS,"INTERNATIONAL MEAL COMPANY HOLDINGS, SA",True,True,False
IMC S/A,ON,MEAL3,17.314.329/0001-20,AÇÃO,BRMEALACNOR9,CONSUMO CÍCLICO,HOTÉIS E RESTAURANTES,RESTAURANTE E SIMILARES,023574,Concedido em 19/03/2015,CIAS ABERTAS,INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.,True,True,False
IMPERIO,PN,IMPE4,33.123.118/0001-66,AÇÃO,-,-,-,-,014567,Cancelado em 07/08/2007,CIAS ABERTAS,IMPERIO LISAMAR SA IND E COM,True,True,False
INBRAC,PN,IBRC4,61.081.972/0001-42,AÇÃO,-,-,-,-,006874,Cancelado em 05/03/2002,CIAS ABERTAS,INBRAC SA CONDUTORES ELETRICOS,True,True,False
IND CATAGUAS,ON;PN,CATA3;CATA4,19.526.748/0001-50,AÇÃO,BRCATAACNOR1;BRCATAACNPR8,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,003395,Concedido em 19/12/1973,CIAS ABERTAS,COMPANHIA INDUSTRIAL CATAGUASES,True,True,False
INDUSVAL,ON;PN,IDVL3;IDVL4,61.024.352/0001-71,AÇÃO,BRIDVLACNOR5;BRIDVLACNPR2,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020885,Cancelado em 10/02/2021,CIAS ABERTAS,BANCO VOITER S.A.,True,True,False
INEPAR,ON;PN,INEP3;INEP4,76.627.504/0001-06,AÇÃO,BRINEPACNOR1;BRINEPACNPR8,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,007595,Concedido em 22/01/1980,CIAS ABERTAS,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,True,True,False
INFRACOMM,ON,IFCM3,38.456.921/0001-36,AÇÃO,BRIFCMACNOR8,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,025747,Concedido em 27/04/2021,CIAS ABERTAS,INFRACOMMERCE CXAAS S.A.,True,True,False
INTELBRAS,ON,INTB3,82.901.000/0001-27,AÇÃO,BRINTBACNOR9,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,025453,Concedido em 02/02/2021,CIAS ABERTAS,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,True,True,False
INTER SA,ON,INNT3,09.611.768/0001-76,AÇÃO,BRINNTACNOR4,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,024279,Concedido em 09/11/2017,CIAS ABERTAS,INTER CONSTRUTORA E INCORPORADORA S.A,True,True,False
INTERMEDICA,ON,GNDI3,19.853.511/0001-84,AÇÃO,BRGNDIACNOR2,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,024384,Cancelado em 18/03/2022,CIAS ABERTAS,NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.,True,True,False
INVEPAR,ON;PN,IVPR3B;IVPR4B,03.758.318/0001-24,AÇÃO,BRIVPRACNOR6;BRIVPRACNPR3,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,018775,Concedido em 29/09/2000,CIAS ABERTAS,INVESTIMENTOS E PARTICIP EM INFRA SA INVEPAR,True,True,False
INVEST BEMGE,ON;PN,FIGE3;FIGE4,01.548.981/0001-79,AÇÃO,BRFIGEACNOR6;BRFIGEACNPR3,OUTROS,OUTROS,OUTROS,006041,Concedido em 20/07/1977,CIAS ABERTAS,INVESTIMENTOS BEMGE S.A.,True,True,False
IOCHP-MAXION,ON;PN,MYPK3;MYPK4,61.156.113/0001-75,AÇÃO,BRMYPKACNOR7;-,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,011932,Concedido em 17/07/1984,CIAS ABERTAS,IOCHPE MAXION SA,True,True,False
IPIRANGA DIS,ON;PN,DPPI3;DPPI4,92.689.256/0001-76,AÇÃO,-,-,-,-,005193,Cancelado em 17/07/2008,CIAS ABERTAS,DISTRIB PRODUTOS PETROLEO IPIRANGA S.A.,True,True,False
IPIRANGA PET,ON;PN,PTIP3;PTIP4,33.069.766/0001-81,AÇÃO,-,-,-,-,002860,Cancelado em 17/07/2008,CIAS ABERTAS,CIA. BRAS PETRÓLEO IPIRANGA,True,True,False
IPIRANGA REF,ON;PN,RIPI3;RIPI4,94.845.674/0001-30,AÇÃO,-,-,-,-,009997,Cancelado em 17/07/2008,CIAS ABERTAS,REFINARIA PET IPIRANGA SA,True,True,False
IRANI,ON;PN,RANI3;RANI4,92.791.243/0001-03,AÇÃO,BRRANIACNOR5;BRRANIACNPR2,MATERIAIS BÁSICOS,EMBALAGENS,EMBALAGENS,002429,Concedido em 20/07/1977,CIAS ABERTAS,IRANI PAPEL E EMBALAGEM S.A.,True,True,False
IRBBRASIL RE,ON,IRBR3,33.376.989/0001-91,AÇÃO,BRIRBRACNOR4,FINANCEIRO,PREVIDÊNCIA E SEGUROS,RESSEGURADORAS,024180,Concedido em 27/07/2017,CIAS ABERTAS,IRB - BRASIL RESSEGUROS S.A.,True,True,False
ITAITINGA,ON;PN;PRB,SQRM3;SQRM4;SQRM11,01.258.943/0001-81,AÇÃO,BRSQRMACNOR2;-;BRSQRMARNPB1,FINANCEIRO,OUTROS,OUTROS,015865,Cancelado em 19/08/2019,CIAS ABERTAS,ITAITINGA PARTICIPACOES SA,True,True,False
ITAUSA,ON;PN,ITSA3;ITSA4,61.532.644/0001-15,AÇÃO,BRITSAACNOR0;BRITSAACNPR7,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,007617,Concedido em 20/07/1977,CIAS ABERTAS,ITAUSA S.A.,True,True,False
ITAUTEC,ON,ITEC3,54.526.082/0001-31,AÇÃO,BRITECACNOR6,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,012530,Cancelado em 15/08/2019,CIAS ABERTAS,ITAUTEC S.A. - GRUPO ITAUTEC,True,True,False
ITAUUNIBANCO,ON;PN,ITUB3;ITUB4,60.872.504/0001-23,AÇÃO,BRITUBACNOR4;BRITUBACNPR1,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,019348,Concedido em 30/12/2002,CIAS ABERTAS,ITAÚ UNIBANCO HOLDING S.A.,True,True,False
IVEN,ON,IVEN3,IVEN3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
IVEN,PN,IVEN4,IVEN4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
IVI,PN,VRLM4,28.500.320/0001-20,AÇÃO,-,-,-,-,012866,Cancelado em 07/04/2015,CIAS ABERTAS,INDÚSTRIA VEROLME S.A. - IVESA,True,True,False
JALLESMACHAD,ON,JALL3,02.635.522/0001-95,AÇÃO,BRJALLACNOR0,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,AÇÚCAR E ÁLCOOL,025496,Concedido em 04/02/2021,CIAS ABERTAS,JALLES MACHADO S.A.,True,True,False
JARAGUA FABRIL,PN,JFAB4,84.432.426/0001-04,AÇÃO,-,-,-,-,007781,Cancelado em 04/01/2010,CIAS ABERTAS,JARAGUA FABRIL SA,True,True,False
JBS,ON,JBSS3,02.916.265/0001-60,AÇÃO,BRJBSSACNOR8,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,CARNES E DERIVADOS,020575,Concedido em 27/03/2007,CIAS ABERTAS,JBS SA,True,True,False
JHSF PART,ON,JHSF3,08.294.224/0001-65,AÇÃO,BRJHSFACNOR2,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,020605,Concedido em 04/04/2007,CIAS ABERTAS,JHSF PARTICIPAÇÕES SA,True,True,False
JOAO FORTES,ON,JFEN3,33.035.536/0001-00,AÇÃO,BRJFENACNOR0,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,007811,Concedido em 20/07/1977,CIAS ABERTAS,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,True,True,False
JOSAPAR,ON;PN,JOPA3;JOPA4,87.456.562/0001-22,AÇÃO,BRJOPAACNOR5;BRJOPAACNPR2,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,013285,Concedido em 04/03/1988,CIAS ABERTAS,JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,True,True,False
JSL,ON,JSLG3,52.548.435/0001-79,AÇÃO,BRJSLGACNOR2,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,022020,Concedido em 15/04/2010,CIAS ABERTAS,JSL S.A.,True,True,False
KALLAS,ON,KLAS3,09.146.451/0001-06,AÇÃO,BRKLASACNOR3,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025798,Concedido em 03/05/2021,CIAS ABERTAS,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,True,True,False
KARSTEN,ON;PN,CTKA3;CTKA4,82.640.558/0001-04,AÇÃO,BRCTKAACNOR0;BRCTKAACNPR7,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,004146,Concedido em 29/12/1971,CIAS ABERTAS,KARSTEN SA,True,True,False
KEPLER WEBER,ON,KEPL3,91.983.056/0001-69,AÇÃO,BRKEPLACNOR1,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. INDUSTRIAIS,007870,Concedido em 15/12/1980,CIAS ABERTAS,KEPLER WEBER SA,True,True,False
KLAB RIOCELL,ON,RCLL3,RCLL3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
KLAB RIOCELL,PN,RCLL4,RCLL4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
KLAB RIOCELL,PNA,RCLL5,RCLL5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
KLAB RIOCELL,PNC,RCLL7,RCLL7,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
KLABIN S/A,ON;PN;UNT N2,KLBN3;KLBN4;KLBN11,89.637.490/0001-45,AÇÃO,BRKLBNACNOR2;BRKLBNACNPR9;BRKLBNCDAM18,MATERIAIS BÁSICOS,MADEIRA E PAPEL,PAPEL E CELULOSE,012653,Concedido em 06/08/1997,CIAS ABERTAS,KLABIN S.A.,True,True,False
KLABINSEGALL,ON,KSSA3,00.187.032/0001-48,AÇÃO,-,-,-,-,020249,Cancelado em 30/08/2010,CIAS ABERTAS,KLABIN SEGALL S/A,True,True,False
KORA SAUDE,ON,KRSA3,13.270.520/0001-66,AÇÃO,BRKRSAACNOR0,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,025879,Concedido em 13/05/2021,CIAS ABERTAS,KORA SAÚDE PARTICIPAÇÕES S.A.,True,True,False
KUALA,ON;PN,ARTE3;ARTE4,82.640.723/0001-10,AÇÃO,-,-,-,-,000566,Cancelado em 30/06/2006,CIAS ABERTAS,KUALA SA,True,True,False
LA FONTE TEL,ON;PN,LFFE3;LFFE4,53.790.218/0001-53,AÇÃO,BRLFFEACNOR2;BRLFFEACNPR9,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,012262,Cancelado em 28/07/2017,CIAS ABERTAS,JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.,True,True,False
LAEP,A,MILK33,08.904.552/0001-36,AÇÃO,BRMILKBDR003,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,LATICÍNIOS,-,-,-,-,True,False,False
LARK MAQS,ON;PN,LARK3;LARK4,60.631.090/0001-40,AÇÃO,BRLARKACNOR5;BRLARKACNPR2,-,-,-,007978,Cancelado em 18/06/2015,CIAS ABERTAS,LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia),True,True,False
LAVVI,ON,LAVV3,26.462.693/0001-28,AÇÃO,BRLAVVACNOR4,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025062,Concedido em 31/08/2020,CIAS ABERTAS,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,True,True,False
LE BISCUIT,ON;PN,LLBI3;LLBI4,16.233.389/0001-55,AÇÃO,BRLLBIACNOR0;BRLLBIACNPR7,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,025542,Concedido em 10/02/2021,CIAS ABERTAS,CVLB BRASIL S.A.,True,True,False
LECO,ON;PN,LECO3;LECO4,60.434.487/0001-42,AÇÃO,-,-,-,-,003603,Cancelado em 20/02/2009,CIAS ABERTAS,CIA LECO DE PRODS ALIMENTICIOS,True,True,False
LF TEL,ON;PN,PITI3;PITI4,02.390.206/0001-09,AÇÃO,BRPITIACNOR9;-,-,-,-,017442,Cancelado em 11/12/2014,CIAS ABERTAS,LF TEL SA,True,True,False
LFPARTICIP,ON,MLPP3,15.463.423/0001-15,AÇÃO,BRMLPPACNOR3,-,-,-,023299,Cancelado em 31/12/2014,CIAS ABERTAS,JP PARTICIPAÇÕES S.A.,True,True,False
LIASA,PN,LIAS4,17.221.771/0001-01,AÇÃO,-,-,-,-,008028,Cancelado em 03/07/2003,CIAS ABERTAS,LIGAS DE ALUMINIO SA LIASA,True,True,False
LIFEMED,ON,LMED3,02.357.251/0001-53,AÇÃO,BRLMEDACNOR3,SAÚDE,EQUIPAMENTOS,EQUIPAMENTOS,024872,Concedido em 08/11/2019,CIAS ABERTAS,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,True,True,False
LIGHT S/A,ON,LIGT3,03.378.521/0001-75,AÇÃO,BRLIGTACNOR2,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,019879,Concedido em 12/12/2005,CIAS ABERTAS,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,True,True,False
LINHAS CIRCULO,PN,ILLS4,84.043.009/0001-70,AÇÃO,-,-,-,-,007056,Cancelado em 26/05/2004,CIAS ABERTAS,CIRCULO S/A,True,True,False
LINX,ON,LINX3,06.948.969/0001-75,AÇÃO,BRLINXACNOR0,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,023035,Cancelado em 02/08/2021,CIAS ABERTAS,LINX S.A.,True,True,False
LITEL,ON;PNA;PRB,LTEL3B;LTEL5B;LTEL11B,00.743.065/0001-27,AÇÃO,BRLTELACNOR1;BRLTELACNPA4;BRLTELARNPB0,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,015091,Concedido em 18/10/1995,CIAS ABERTAS,LITEL PARTICIPACOES SA,True,True,False
LITELA,ON,LTLA3B,05.495.546/0001-84,AÇÃO,BRLTLAACNOR9,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,024759,Concedido em 05/09/2019,CIAS ABERTAS,LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,True,True,False
LIVR GLOBO,ON;PN,LGLO3;LGLO4,92.724.053/0001-73,AÇÃO,-,-,-,-,008060,Cancelado em 17/02/2011,CIAS ABERTAS,LIVRARIA DO GLOBO SA,True,True,False
LIX DA CUNHA,ON;PN,LIXC3;LIXC4,46.014.635/0001-49,AÇÃO,BRLIXCACNOR3;BRLIXCACNPR0,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,CONSTRUÇÃO PESADA,004774,Cancelado em 23/08/2019,CIAS ABERTAS,CONST LIX DA CUNHA SA,True,True,False
LOCALIZA,ON,RENT3,16.670.085/0001-55,AÇÃO,BRRENTACNOR4,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,019739,Concedido em 06/05/2005,CIAS ABERTAS,LOCALIZA RENT A CAR SA,True,True,False
LOCAMERICA,ON,LCAM3,10.215.988/0001-60,AÇÃO,BRLCAMACNOR3,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,022691,Concedido em 30/12/2011,CIAS ABERTAS,COMPANHIA DE LOCAÇÃO DAS AMERICAS,True,True,False
LOCAWEB,ON,LWSA3,02.351.877/0001-52,AÇÃO,BRLWSAACNOR8,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,024910,Concedido em 04/02/2020,CIAS ABERTAS,LOCAWEB SERVIÇOS DE INTERNET S.A.,True,True,False
LOG COM PROP,ON,LOGG3,09.041.168/0001-10,AÇÃO,BRLOGGACNOR7,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,023272,Concedido em 12/11/2013,CIAS ABERTAS,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,True,True,False
LOG-IN,ON,LOGN3,42.278.291/0001-24,AÇÃO,BRLOGNACNOR3,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE HIDROVIÁRIO,020710,Concedido em 04/06/2007,CIAS ABERTAS,LOG-IN LOGISTICA INTERMODAL SA,True,True,False
LOJAS AMERIC,ON;PN;UNT,LAME3;LAME4;LAME99;LAME98,33.014.556/0001-96,AÇÃO,BRLAMEACNOR9;BRLAMEACNPR6;BRLAMECDAXX9;BRLAMECDAM18,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,008087,Cancelado em 10/12/2021,CIAS ABERTAS,LOJAS AMERICANAS SA,True,True,False
LOJAS ARAPUA,PN,LOAR4,00.354.053/0001-00,AÇÃO,-,-,-,-,015083,Cancelado em 12/07/2022,CIAS ABERTAS,KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL,True,True,False
LOJAS HERING,ON;PN,LHER3;LHER4,82.640.632/0001-84,AÇÃO,BRLHERACNOR3;BRLHERACNPR0,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,008117,Cancelado em 10/05/2019,CIAS ABERTAS,LOJAS HERING SA,True,True,False
LOJAS MARISA,ON,AMAR3,61.189.288/0001-89,AÇÃO,BRAMARACNOR4,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS VESTUÁRIO E CALÇADOS,022055,Concedido em 14/06/2010,CIAS ABERTAS,MARISA LOJAS SA,True,True,False
LOJAS RENNER,ON;PN,LREN3;LREN4,92.754.738/0001-62,AÇÃO,BRLRENACNOR1;-,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS VESTUÁRIO E CALÇADOS,008133,Concedido em 20/07/1977,CIAS ABERTAS,LOJAS RENNER SA,True,True,False
LONGDIS,ON,SPRT3B,02.338.534/0001-58,AÇÃO,BRSPRTACNOR9,OUTROS,OUTROS,OUTROS,017434,Concedido em 30/06/1998,CIAS ABERTAS,LONGDIS SA,True,True,False
LOPES BRASIL,ON,LPSB3,08.078.847/0001-09,AÇÃO,BRLPSBACNOR0,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,INTERMEDIAÇÃO IMOBILIÁRIA,020370,Concedido em 12/12/2006,CIAS ABERTAS,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,True,True,False
LORENZ,PN,LORZ4,82.639.543/0001-18,AÇÃO,-,-,-,-,003611,Cancelado em 04/01/2010,CIAS ABERTAS,MASSA FALIDA DA CIA LORENZ,True,True,False
LUPATECH,ON,LUPA3,89.463.822/0001-12,AÇÃO,BRLUPAACNOR8,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,020060,Concedido em 08/05/2006,CIAS ABERTAS,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,True,True,False
M G POLIEST,ON;PN,RHDS3;RHDS4,56.806.656/0001-50,AÇÃO,BRRHDSACNOR0;-,-,-,-,505820,Cancelado em 05/05/1995,CIAS INCENTIVADAS REGISTRADAS,M&G POLIÉSTER SA,True,True,False
M.DIASBRANCO,ON,MDIA3,07.206.816/0001-15,AÇÃO,BRMDIAACNOR7,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,020338,Concedido em 11/10/2006,CIAS ABERTAS,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,True,True,False
MADEIRIT,PN,MADE4,60.873.874/0001-85,AÇÃO,-,-,-,-,007439,Cancelado em 04/01/2010,CIAS ABERTAS,INDS MADEIRIT SA,True,True,False
MAESTROLOC,ON,MSRO3,08.795.211/0001-70,AÇÃO,BRMSROACNOR7,CONSUMO CÍCLICO,DIVERSOS,ALUGUEL DE CARROS,023612,Concedido em 26/05/2015,CIAS ABERTAS,MAESTRO LOCADORA DE VEÍCULOS S.A.,True,True,False
MAGAZ LUIZA,ON,MGLU3,47.960.950/0001-21,AÇÃO,BRMGLUACNOR2,CONSUMO CÍCLICO,COMÉRCIO,ELETRODOMÉSTICOS,022470,Concedido em 28/04/2011,CIAS ABERTAS,MAGAZINE LUIZA SA,True,True,False
MAGNESITA,ON,MAGS3,MAGS3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
MAGNESITA,PNA,MAGS5,MAGS5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
MAGNESITA,PNC,MAGS7,MAGS7,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
MAGNESITA SA,ON,MAGG3,08.684.547/0001-65,AÇÃO,BRMAGGACNOR4,MATERIAIS BÁSICOS,MATERIAIS DIVERSOS,MATERIAIS DIVERSOS,020842,Cancelado em 23/01/2019,CIAS ABERTAS,MAGNESITA REFRATARIOS S.A.,True,True,False
MAHLE-COFAP,PN,MLCF4,03.002.935/0001-03,AÇÃO,-,-,-,-,018520,Cancelado em 07/01/2003,CIAS ABERTAS,MAHLE COFAP ANEIS SA,True,True,False
MAIO GALLO,PN,GALO4,61.146.650/0001-34,AÇÃO,-,-,-,-,005088,Cancelado em 22/06/2004,CIAS ABERTAS,DE MAIO GALLO S.A IND. COM. PÇS P/ AUTOM,True,True,False
MAKRO,ON,MAKR3,47.427.653/0001-15,AÇÃO,-,-,-,-,014834,Cancelado em 26/02/2002,CIAS ABERTAS,MAKRO ATACADISTA SA,True,True,False
MANASA,ON;PN,MNSA3;MNSA4,60.400.009/0001-11,AÇÃO,-,-,-,-,008389,Cancelado em 27/03/2006,CIAS ABERTAS,MANASA MADEIREIRA NACIONAL SA,True,True,False
